review_id,source_tweet_id,customer_message,proposed_intent,proposed_escalation_decision,proposed_escalation_reason,claude_intent,claude_escalation_decision,claude_reason,claude_agrees_with_proposal
rev_082,46538,@AmazonHelp That I wanted to replace with a working item versus the defective item that was sadly sent to me to begin with.,damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",damaged_or_wrong_item,ESCALATE,Wants replacement of a defective item — defective product complaint.,YES
rev_083,56897,"@AmazonHelp The measure of a company, is how it responds when it gets it wrong. When @115830 cocks up, it rubs salt into any wounds it has opened.",damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",other_or_unsupported,ESCALATE,Vague commentary about company behavior when 'they get it wrong' — no specific actionable item. Rhetorical/philosophical complaint without specific order issue.,NO
rev_084,56900,@AmazonHelp Just had even more damaged replacement TV delivered. You overpackage unbreakable items and add no packaging to TVs. Muppets. now 31 min wait,damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",damaged_or_wrong_item,ESCALATE,Second damaged replacement TV delivered — confirmed damaged product issue with ongoing escalation.,YES
rev_085,57468,"@AmazonHelp Another day, another bent vinyl from @115830. Do you have any quality control before sending out damaged products? https://t.co/ya9NAHI827",damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",damaged_or_wrong_item,ESCALATE,Bent vinyl record — quality control issue; damaged product.,YES
rev_086,62302,@AmazonHelp DAMN IPHONE WITH THE BROKEN I,damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",other_or_unsupported,ESCALATE,Fragment 'DAMN IPHONE WITH THE BROKEN I' — truncated/incomplete tweet; no clear Amazon support request about a purchased item. Unactionable.,NO
rev_087,65687,"@AmazonHelp The CDs could not be exchanged so I had to reorder. Alas, some were add-on CDs that could not be ordered by themselves so I had to increase the cart value to $25 by buying more. Which I did. Two CDs arrived okay, another one broken. Returned that again to get in brkn.",damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",damaged_or_wrong_item,ESCALATE,Multiple broken CDs; return process complicated — persistent damaged product issue.,YES
rev_088,65688,.@AmazonHelp I’m kinda done - I spent 1.5 hours in talks with four (!) different hotliners which ended up not being able to help until I bought more (!) to have my cart be above $25 so I could return three other broken CDs. Will return &amp; scout local stores instead. @115851,damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",damaged_or_wrong_item,ESCALATE,1.5 hours with 4 support reps; forced to buy more to return broken CDs — systemic damaged product and return process failure.,YES
rev_089,65698,"Alright, #Amazon. Ordered a CD. It came broken. Ordered a replacement. It came broken. Ordered a second replacement. Yes, it too came broken. It seems as if fluffy jiffy envelopes don't work as good as cardboard ones. Can't do no more exchanges, alas. Help, @AmazonHelp!",damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",damaged_or_wrong_item,ESCALATE,Three consecutive broken CD replacements — persistent damaged product pattern.,YES
rev_090,65723,"@AmazonHelp So your answer to me telling you your app is clearly broken (as every other app review is saying in the last month) is that it’s my fault? Stellar customer service today, amazon, you’re doing great.",damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",digital_and_device_troubleshooting,AUTO_HANDLE,"Customer reporting that the Amazon app is broken/buggy (referencing app reviews) — this is an app software bug report, not a physical product damage complaint. Route to digital/device troubleshooting.",NO
rev_091,65732,"@AmazonHelp @115851 100% assurance , 100% trust broken .hoped that Amazon will fulfill the promises but disappointed 100%",damaged_or_wrong_item,ESCALATE,"Requires inspecting damaged goods evidence, initiating return label generation, or approving replacement/refund.",other_or_unsupported,ESCALATE,"Vague disappointment statement — '100% assurance, 100% trust broken, hoped Amazon will fulfill promises' — no specific actionable order issue stated. Rhetorical venting.",NO
rev_092,96647,@AmazonHelp This doesn’t really help actually and from what I read I should not have been charged extra for my package,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Customer says they were charged extra for a package incorrectly — billing overcharge dispute.,YES
rev_093,133880,"@AmazonHelp My order number 404-1835835-7830703. Placed on 3rd Sept, money deducted received a confrmtn msg with the delvry date of a week. Later got 2knw that your team doesn't see the money recd for the same. After providing all the evidences, till 2day havnt recd my money not the item.",payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,"Money deducted, order placed, but Amazon's team cannot see the payment — payment verification failure requiring financial reconciliation.",YES
rev_094,199637,@AmazonHelp It's been delivered now I have been charged twice &amp; have two of the items! I was told one was being cancelled all together &amp; it hasn't been,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Charged twice and received two of same item after promised cancellation — duplicate charge with double-delivery.,YES
rev_095,205940,@AmazonHelp and nothing on that page is a warning that clicking the gift card balance will change delivery dates without confirmation/warning.,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Applying gift card balance unexpectedly changed delivery dates without warning — gift card application issue affecting order flow.,YES
rev_096,238917,Hi @115850 the payment for a recent order did not go through earlier but now the money has been debited twice. Kindly help. @AmazonHelp,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Payment failed but money debited twice — classic payment failure with double deduction.,YES
rev_097,244928,"@AmazonHelp  added Rs.1962 to paybalance, money deducted twice, been more than one hour money still not added. Still showing message to wait https://t.co/r8o1e8CjyM",payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Added Rs.1962 to Pay balance but money deducted twice with balance not updated — duplicate deduction.,YES
rev_098,298418,@116090 @AmazonHelp why is there no way to contact customer service? I was double charged for an item and I have no way of communicating that.,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Double charged for an item with no contact method available — billing dispute.,YES
rev_099,317899,@AmazonHelp I brought something on amazon on the 6th September and I have been charged twice since and been sent the same product twice,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Charged twice and sent same product twice — double charge with duplicate delivery.,YES
rev_100,326369,@AmazonHelp Can I change the delivery address. Payment failed,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",other_or_unsupported,ESCALATE,Short ambiguous message about changing delivery address after payment failure — unclear whether this is a payment issue or an address change request. Too fragmented to classify confidently; escalate for clarification.,NO
rev_101,356396,I am facing problem in debit card payment for my product. It's showing 'your payment failed' everytime.Assist me ASAP @115850 @AmazonHelp,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Debit card payment consistently failing — payment method issue requiring account/payment investigation.,YES
rev_102,361714,"Hi @AmazonHelp, I just bought a product, money deducted &amp; now email comes saying I have product limit, cannot buy. Help?",payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,"Money deducted but product limit email received, order not fulfilled — payment deducted without order success.",YES
rev_103,417241,@AmazonHelp I spoke to a nice lady about the double charge. She said it was an automatic repayment set on my account. This lady took it off but . . .,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Agent removed an automatic repayment that had caused a double charge — billing anomaly resolved but customer following up.,YES
rev_104,445643,@AmazonHelp @115850 You have charged extra for 11 AM delivery . I had to gift it to someone . I am waiting for it . My order id is 408-7145886-3472365 .Stop doing fake promotions if you dont have stock . Please make sure it is delivered to me in next 2 hours,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",delivery_delay,ESCALATE,Primary issue is being charged extra for 11am delivery that hasn't arrived on time — the urgency is the non-delivery ('deliver in next 2 hours') more than a billing dispute. Classify as delivery_delay.,NO
rev_105,474232,"@AmazonHelp Ah damn, that sucks, was hoping to get a few things quickly today and thought of prime now, and my gift card balance, guess I'll have to brave the cold now! Any news about being able to in the future?",payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",general_product_and_service_faq,AUTO_HANDLE,Customer asking whether gift card balance can be used with Prime Now — general FAQ about payment method compatibility with Prime Now service.,NO
rev_106,475126,@AmazonHelp Yes but i have now recieved 2 dispatch emails for 2 items that were cancelled as i weny a re ordered them thinking they had cancelled it all iff now.am being charged twice and no one is helping ne,payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Two dispatch emails sent for supposedly cancelled items — being charged twice because cancellation didn't process properly.,YES
rev_107,486700,"@AmazonHelp Ordered it last Tuesday, admittedly on standard post but an email was saying an issue with payment which I tried to fix and just wanted to know if it was dispatched and didn’t want to be charged twice.",payment_and_billing_issue,ESCALATE,"Financial billing anomaly (duplicate charge, declined card with deduction) requiring sensitive customer account verification.",payment_and_billing_issue,ESCALATE,Payment issue email received; customer wants to confirm dispatch and avoid being charged twice.,YES
rev_108,1736,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,ESCALATE,"Customer says 'time to cancel my Amazon Prime membership' due to receiving fake items — this is an intent to cancel Prime subscription triggered by product fraud. The primary action needed is account review and potentially membership cancellation plus refund, which requires human intervention. ESCALATE rather than AUTO_HANDLE.",NO
rev_109,2579,"@AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile",prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,AUTO_HANDLE,Question about adding Echo voice profile to an existing Prime Household account — Prime Household sharing FAQ.,YES
rev_110,5331,@AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,ESCALATE,"Prime member cannot get any items delivered before Tuesday — this is a Prime benefit failure (expected fast delivery not available), which requires investigation into why Prime shipping is unavailable. ESCALATE.",NO
rev_111,11607,"@AmazonHelp Once again the answer is ""We'll send again and your Prime membership means nothing and so does 2-day shipping."" This happens TOO OFTEN.",prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,ESCALATE,"Customer expressing anger about Prime 2-day shipping failing repeatedly — Prime delivery SLA failure is a service issue requiring escalation, not just an FAQ answer.",NO
rev_112,13159,@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.,prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",order_cancellation,ESCALATE,"Primary intent is cancelling the current order ('cancelling this order') due to bad delivery service despite Prime membership. The Prime membership mention is context, not the primary topic.",NO
rev_113,16762,@AmazonHelp Did I get a call? No. Being a Prime member means paying someone to treat you like shit. Twice!,prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,ESCALATE,Customer venting that being a Prime member means being treated poorly — Prime service quality complaint that warrants human empathy and retention response.,NO
rev_114,17187,@AmazonHelp Kindly return my prime membership amount,prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",refund_inquiry,ESCALATE,"Customer asking to 'return my prime membership amount' — requesting a refund of the Prime membership fee. This is a refund request, not a general Prime inquiry.",NO
rev_115,17209,@AmazonHelp After prime membership gaurantied delivery option has vanished now,prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,ESCALATE,Prime membership guarantee delivery option has disappeared — Prime benefit failure requiring investigation.,NO
rev_116,17212,"@AmazonHelp No use of prime membership, return my money",prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",refund_inquiry,ESCALATE,"'No use of prime membership, return my money' — explicit request to refund Prime membership fee. This is a refund request.",NO
rev_117,19469,"@AmazonHelp I was scammed. 6 orders, all sellers are gone and nothing send to me, how could I do now? how to stop my prime membership?",prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,AUTO_HANDLE,"Customer scammed by sellers and wants to stop Prime membership — can provide self-serve Prime cancellation link. Note: the scam orders should be escalated separately, but the Prime cancellation question itself is AUTO_HANDLE.",YES
rev_118,20041,"@AmazonHelp how to stop my prime membership, since i was scammed and you do nothing to me, i need to cancel my membership.",prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,AUTO_HANDLE,Asking how to cancel Prime membership — self-serve link to membership settings page is sufficient.,YES
rev_119,22219,@115850 @AmazonHelp @115851 #my Prime membership expired &amp; I got a notification AFTER that. Now I've had to renew at higher cost. (1),prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,ESCALATE,Prime membership expired and notification came after expiry; customer had to renew at higher cost — this involves a pricing/notification failure that may warrant a goodwill credit. ESCALATE.,NO
rev_120,24535,@AmazonHelp It's says to sign up for prime and then takes me to website where I see manage prime Membership page once I login,prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,AUTO_HANDLE,Customer seeing 'manage Prime membership' page when trying to sign up for Prime Video — Prime membership navigation FAQ.,YES
rev_121,24533,@AmazonHelp I am unable to Use Prime Video even though I am Prime Member it tells me to sign up for prime Membership,prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,ESCALATE,Active Prime member cannot access Prime Video and is being told to sign up again — Prime benefit technical access failure. Requires account investigation. ESCALATE.,NO
rev_122,24569,"@AmazonHelp Really?  I pay annual Prime membership for you to tell me that an international publisher will have the answers to why YOU have the book in Home &amp; Kitchen, YOU are sending people to The Works, and YOU don't even have an 'awaiting stock' notice up?",prime_membership_inquiry,AUTO_HANDLE,"Informational inquiry regarding Prime benefits, Household sharing, or link to self-serve subscription settings.",prime_membership_inquiry,AUTO_HANDLE,Customer paying for Prime expressing frustration that Amazon is directing them to an external publisher for a catalog question — feedback about catalog availability and Prime value. AUTO_HANDLE with catalog explanation.,YES
rev_123,4850,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX",account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Customer wants account closed after persistent problem — account closure request requiring identity verification.,YES
rev_124,4859,@AmazonHelp Im not receiving 2step code by text or call in my smartphone can't log in into my account already got help by phone with no luck,account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Not receiving 2FA code by text or call; cannot log in — 2FA failure blocking account access.,YES
rev_125,9123,@AmazonHelp Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!,account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Cannot log in; concerned about unauthorized access to account — security concern requiring urgent account protection.,YES
rev_126,9124,@AmazonHelp That just takes me to the log in page (I can't log in as I can see from my Audible acct that my log in has been changed to a yopmail acct),account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Account login changed to a yopmail address — clear account compromise/hijacking.,YES
rev_127,12495,@AmazonHelp Is that a joke amazon! I CANT LOG IN TO CONTACT YOU BECAUSE THEY CHANGED MY EMAIL AND PASSWORD,account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Someone changed email AND password — critical account takeover in progress.,YES
rev_128,22526,"@AmazonHelp hahahaha, you sent me this yesterday. If my problem is, I can't login, how do you expect me to complete this page I have to log in to?",account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Customer cannot log in to complete the verification form Amazon sent — Catch-22 login security issue.,YES
rev_129,28935,@AmazonHelp I cant login to the amazon acount.but my money stuck in the accoibt,account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Cannot log in to Amazon account with money stuck in the account — locked account with financial asset access blocked.,YES
rev_130,29948,@AmazonHelp I can't log in to my account to even do that. That's the issue. I have Zero access cause it's been hacked.,account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Cannot access account because it was hacked — zero account access due to compromise.,YES
rev_131,133809,"@AmazonHelp I was looking for product.
I started placing order from 22-nov itself but your amazon app (which is crap) didnt send me OTP on time and few times transaction got declined.",account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,OTP not delivered on time during purchase attempts; transactions declined — this is an OTP/2FA system failure causing payment failures. Primary issue is the authentication/OTP failure.,YES
rev_132,141988,"@AmazonHelp Hi. I did my first order, but now I can't log in to my account.  Errror - ""There was a problem Your password is incorrect"" But my pswd is correct",account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Cannot log in; password reported as incorrect despite entering correct credentials — account login failure.,YES
rev_133,149261,"@AmazonHelp That form requires me to sign in, which I can’t with my account locked :(",account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Verification form requires sign-in but account is locked — circular access barrier.,YES
rev_134,160412,"@AmazonHelp They suggested resetting my password. But the original issue was that somebody else was using my account to make purchases. It was suggested that I close my account, but accounts are linked to email and I don't want to change my email for a new account",account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Account used by someone else; wants to close account but doesn't want to change email — unauthorized usage with account closure complexity.,YES
rev_135,173480,@AmazonHelp I can't sign on to my account. When I ask for a password reset no email comes with a code. Help!!,account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Cannot sign in; password reset email not arriving — account lockout.,YES
rev_136,179204,@AmazonHelp I used the link in your tweet - lead me to a log in page - I CANT LOG IN - is that loud enough?,account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Sent to login page but cannot login — circular access barrier due to lockout.,YES
rev_137,180516,"@AmazonHelp Can't find any from an ""Amazon"" besides my password reset requests. Didn't receive a 'enquiry received' auto response if I should have too.",account_access_and_security,ESCALATE,"Security risk (2FA/OTP failure, locked account, compromise) requiring identity verification.",account_access_and_security,ESCALATE,Password reset emails not arriving and no enquiry confirmation received — account recovery failure.,YES
rev_138,5122,@AmazonHelp You could ask the other Amazon Delivery driver who was there (and then slinked away when I called the police). I didn't get his name. You should require IDs,driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,driver_and_packaging_feedback,ESCALATE,"Driver was present during a police-called incident and left — this is a potentially criminal incident (theft?) involving a driver. Should ESCALATE to Amazon security/legal team, not just log as routine driver feedback.",NO
rev_139,74743,@AmazonHelp good morning the delivery driver has delivered to wrong address and don’t know where he’s delivered too . Please help,driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,driver_and_packaging_feedback,ESCALATE,Driver delivered to wrong address and doesn't know where — this is a missing parcel requiring active intervention to locate and redeliver. Not just feedback; ESCALATE to recover the parcel.,NO
rev_140,91410,"Shocked and appalled at my @115830 delivery driver opening my front door, letting himself into my home and placing packages within my hallway! A total invasion of privacy and also illegal! Wife and 3 year old son left very shaken @AmazonHelp",driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,driver_and_packaging_feedback,ESCALATE,"Driver let himself into customer's home — this is an illegal trespass / invasion of privacy incident. Must ESCALATE, not just acknowledge as routine feedback.",NO
rev_141,102990,"@AmazonHelp A third pretend attempt by your delivery driver means I’m still without my order. Shockingly bad service, so disappointed in Amazon",driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,delivery_delay,ESCALATE,Driver made fake delivery attempts 3 times; customer still hasn't received order — this is a delivery failure pattern requiring carrier investigation and actual delivery resolution. The 'driver' element is context; primary issue is non-delivery.,NO
rev_142,142067,@AmazonHelp I requested a call after the delivery driver had gone as so angry and now its telling me return requested....,driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,driver_and_packaging_feedback,AUTO_HANDLE,Customer angry at driver and an unintended return was created — feedback about driver encounter with an accidental return consequence. AUTO_HANDLE with acknowledgment and return reversal link.,YES
rev_143,149323,"Wtf @AmazonHelp so your delivery driver just rang my doorbell and before I could get there he let himself in, left my parcel on the floor in my hallway and left! who does that he literally just came in my house uninvited!!!!!",driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,driver_and_packaging_feedback,ESCALATE,Driver let himself into customer's home uninvited — trespass/unauthorized entry. ESCALATE for safety and legal follow-up.,NO
rev_144,172234,@AmazonHelp No. No updated delivery time or date. Just fobbed off from customer services because they can’t contact delivery driver! NOT HAPPY,driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,delivery_delay,ESCALATE,"No updated delivery time, customer service cannot contact driver — unresolved delivery delay requiring active carrier contact. Primary issue is undelivered package.",NO
rev_145,182834,"Hi @AmazonHelp , this seems like somewhat excessive packaging for 2 CDs. (Additional inner paper packaging already removed) https://t.co/u1gzyrelqo",driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,driver_and_packaging_feedback,AUTO_HANDLE,Excessive packaging for 2 CDs — standard packaging feedback with photo.,YES
rev_146,231498,@AmazonHelp I've spoken to your customer support 3 times today about this. I saw the delivery driver on cctv not even attempting to deliver my parcel.,driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,driver_and_packaging_feedback,ESCALATE,CCTV shows driver not attempting delivery — fraudulent non-delivery attempt. ESCALATE because driver's conduct constitutes potential fraud/misconduct requiring formal investigation.,NO
rev_147,259929,"@AmazonHelp OnTrac delivery driver ""attempted"" to deliver. (Did not attempt. Did not leave note. Did not call.) Need order today for trip tomorrow.",driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,driver_and_packaging_feedback,ESCALATE,Driver marked delivery as attempted without actually attempting — false scan. Customer needs item delivered today for tomorrow's trip. Active delivery failure requiring resolution. ESCALATE.,NO
rev_148,285561,Amazon delivery is the worst!Had a package stolen yesterday..I'm thinking the delivery driver left it at the wrong house..AGAIN! @AmazonHelp,driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,damaged_or_wrong_item,ESCALATE,"Package stolen — customer believes delivered to wrong house again. This is a lost/stolen package constituting missing items requiring claim investigation, not just driver feedback.",NO
rev_149,312423,"@AmazonHelp No, I did get it, but the delivery driver marked the order as delivered, when it was not. I was outside looking for the pkg when he drove up",driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,driver_and_packaging_feedback,AUTO_HANDLE,Driver marked order as delivered before actually delivering it — customer was outside when driver arrived. Item was eventually received. Feedback about driver's pre-mature scan. AUTO_HANDLE with feedback logging.,YES
rev_150,319748,@AmazonHelp so our paint prime order just turned up like this! Delivery driver delivered paint upside down! Even with box showing up arrows. https://t.co/tFIPUOAa4z,driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,damaged_or_wrong_item,ESCALATE,Paint delivered upside down — photo shows potential spillage/damage. The product (paint) likely spilled or is damaged from being delivered inverted. ESCALATE as damaged_or_wrong_item.,NO
rev_151,338109,@AmazonHelp I’ve been given the run around on a delivery that was failed because of a 3rd party delivery driver you guys have. He refused to goto -,driver_and_packaging_feedback,AUTO_HANDLE,Safe to acknowledge feedback empathetically and provide official carrier/packaging feedback submission form.,delivery_delay,ESCALATE,"Customer given runaround about failed 3rd-party driver delivery — the primary issue is an undelivered package requiring active resolution, not just driver feedback logging.",NO
rev_152,425157,"@AmazonHelp I don’t understand, based on what will the trade-in accepted or not?",general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Asking about Trade-In acceptance criteria — FAQ about Trade-In program eligibility.,YES
rev_153,425159,"@AmazonHelp So, what is the procces exactly? If I purchased eligible item how are you going to return back the price that is written in the trade-in place?",general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Asking about the Trade-In process and how credit is returned — FAQ about Trade-In mechanics.,YES
rev_154,425161,@AmazonHelp what is Trade-In Eligible Items?,general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Asking what Trade-In Eligible Items are — FAQ about Trade-In eligibility definition.,YES
rev_155,719571,"When @115817 loses your trade-in to @AmazonHelp, UPS punts the issue to Amazon, and Amazon says wait 30 days to maybe get your $120.",general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",refund_inquiry,ESCALATE,"UPS lost the trade-in device; customer waiting 30 days for $120 — this is a claim for a lost trade-in shipment with financial impact. Requires active investigation, not FAQ answer.",NO
rev_156,1076287,@AmazonHelp While ordering mobile phone I have also ordered a servify accident warranty on 1 year but I am unable to register. Please give a concern!!,general_product_and_service_faq,AUTO_HANDLE,"Public product specifications, warranty guidelines, or holiday return policy FAQs require no private account data.",general_product_and_service_faq,AUTO_HANDLE,Unable to register Servify accident warranty purchased with a mobile — warranty registration FAQ/assistance.,YES
